Journal Name,JIF 2024
JOURNAL OF GENERAL MANAGEMENT,1.3
JOURNAL OF GEOSCIENCES,1.3
KARDIOCHIRURGIA I TORAKOCHIRURGIA POLSKA POLISH JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,1.3
NEUROSCIENCES,1.3
PLANT SPECIES BIOLOGY,1.3
SEMINARS IN INTERVENTIONAL RADIOLOGY,1.3
SOUTHERN AFRICAN JOURNAL OF INFECTIOUS DISEASES,1.3
BRAZILIAN JOURNAL OF BOTANY,1.3
CHEMICAL and PHARMACEUTICAL BULLETIN,1.3
DEVELOPMENT SOUTHERN AFRICA,1.3
ENVIRONMENTAL JUSTICE,1.3
GROUND WATER MONITORING AND REMEDIATION,1.3
IETE JOURNAL OF RESEARCH,1.3
JOURNAL OF CHIROPRACTIC EDUCATION,1.3
JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,1.3
POLAR RESEARCH,1.3
RESEARCH IN ECONOMICS,1.3
REVISTA DA ASSOCIACAO MEDICA BRASILEIRA,1.3
SEMINARS IN ROENTGENOLOGY,1.3
SOUTH AFRICAN JOURNAL OF PSYCHIATRY,1.3
STRUCTURAL DESIGN OF TALL AND SPECIAL BUILDINGS,1.3
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION A A JOURNAL OF PHYSICAL SCIENCES,1.3
BOTANY,1.3
GENETICS AND MOLECULAR BIOLOGY,1.3
HORTICULTURAL SCIENCE,1.3
IEEE LATIN AMERICA TRANSACTIONS,1.3
IET SCIENCE MEASUREMENT and TECHNOLOGY,1.3
INSTRUMENTATION SCIENCE and TECHNOLOGY,1.3
INTANGIBLE CAPITAL,1.3
INTERACTING WITH COMPUTERS,1.3
ISLAND ARC,1.3
JOURNAL OF ARTIFICIAL ORGANS,1.3
JOURNAL OF CLINICAL IMAGING SCIENCE,1.3
JOURNAL OF INSTRUMENTATION,1.3
LATIN AMERICAN JOURNAL OF CENTRAL BANKING,1.3
PACE PACING AND CLINICAL ELECTROPHYSIOLOGY,1.3
QUANTUM REPORTS,1.3
QUARTERLY JOURNAL OF ENGINEERING GEOLOGY AND HYDROGEOLOGY,1.3
REVIEWS IN CARDIOVASCULAR MEDICINE,1.3
ROMANIAN JOURNAL OF ACOUSTICS AND VIBRATION,1.3
SCOTTISH JOURNAL OF GEOLOGY,1.3
TURK PSIKIYATRI DERGISI,1.3
WATER ECONOMICS AND POLICY,1.3
BIOMEDICAL RESEARCH TOKYO,1.3
INTERNATIONAL JOURNAL OF MICROWAVE AND WIRELESS TECHNOLOGIES,1.3
INTERNATIONAL JOURNAL OF STD and AIDS,1.3
IT INFORMATION TECHNOLOGY,1.3
JOURNAL OF TRANSPORT AND SUPPLY CHAIN MANAGEMENT,1.3
MODELLING AND SIMULATION IN ENGINEERING,1.3
NETWORKS,1.3
PHYSICS OF WAVE PHENOMENA,1.3
SIGMOD RECORD,1.3
FOUNDATIONS OF COMPUTING AND DECISION SCIENCES,1.3
GENES TO CELLS,1.3
GEOMATIK,1.3
IEEE ELECTRICAL INSULATION MAGAZINE,1.3
INFOCOMMUNICATIONS JOURNAL,1.3
MICROBIOLOGY,1.3
SOCCER and SOCIETY,1.3
TRADITIONAL MEDICINE RESEARCH,1.3
ZEITSCHRIFT FUR ARBEITS UND ORGANISATIONSPSYCHOLOGIE,1.3
AUSTRALIAN JOURNAL OF MECHANICAL ENGINEERING,1.3
CHINESE JOURNAL OF ANALYTICAL CHEMISTRY,1.3
COUPLED SYSTEMS MECHANICS,1.3
INTERNATIONAL JOURNAL OF INNOVATION AND TECHNOLOGY MANAGEMENT,1.3
JOURNAL OF ACCOUNTING AUDITING AND FINANCE,1.3
JOURNAL OF INFORMATION AND COMMUNICATION TECHNOLOGY MALAYSIA,1.3
JOURNAL OF POWER ELECTRONICS,1.3
NATIONAL ACADEMY SCIENCE LETTERS INDIA,1.3
TECHNOLOGY IN HORTICULTURE,1.3
TURKISH JOURNAL OF HEMATOLOGY,1.3
ACTA POLYMERICA SINICA,1.3
BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,1.3
CANADIAN JOURNAL OF CIVIL ENGINEERING,1.3
CORROSION,1.3
CYTOGENETIC AND GENOME RESEARCH,1.3
HEPATIC ONCOLOGY,1.3
IET COMPUTER VISION,1.3
INVESTIGACIONES REGIONALES JOURNAL OF REGIONAL RESEARCH,1.3
JOURNAL OF AQUATIC FOOD PRODUCT TECHNOLOGY,1.3
JOURNAL OF HEMATOLOGY,1.3
JOURNAL OF PLANT PROTECTION RESEARCH,1.3
JOURNAL OF ROBOTICS,1.3
MANAGEMENT RESEARCH THE JOURNAL OF THE IBEROAMERICAN ACADEMY OF MANAGEMENT,1.3
TECHNICAL SERVICES QUARTERLY,1.3
FARMACIA HOSPITALARIA,1.3
FOODS AND RAW MATERIALS,1.3
INDIAN JOURNAL OF MEDICAL MICROBIOLOGY,1.3
JOURNAL OF CANCER RESEARCH AND THERAPEUTICS,1.3
JOURNAL OF CONTROL AUTOMATION AND ELECTRICAL SYSTEMS,1.3
JOURNAL OF THE SAUDI HEART ASSOCIATION,1.3
MACROMOLECULAR REACTION ENGINEERING,1.3
POLISH JOURNAL OF ENVIRONMENTAL STUDIES,1.3
SCIENCE OF SINTERING,1.3
AVIATION,1.3
ECANCERMEDICALSCIENCE,1.3
ENTREPRENEURSHIP AND SUSTAINABILITY ISSUES,1.3
HIPERTENSION Y RIESGO VASCULAR,1.3
JOURNAL OF APPLIED FLUID MECHANICS,1.3
MICROBIOLOGY AUSTRALIA,1.3
NUCLEOSIDES NUCLEOTIDES and NUCLEIC ACIDS,1.3
ADVANCES IN CEMENT RESEARCH,1.3
CHALCOGENIDE LETTERS,1.3
ISRAEL MEDICAL ASSOCIATION JOURNAL,1.3
MAPAN JOURNAL OF METROLOGY SOCIETY OF INDIA,1.3
OBESITIES,1.3
AUSTRALIAN JOURNAL OF STRUCTURAL ENGINEERING,1.3
CONSTRAINTS,1.3
ENVIRONMENTAL QUALITY MANAGEMENT,1.3
FRONTIERS IN SPACE TECHNOLOGIES,1.3
INSIGHTS THE UKSG JOURNAL,1.3
JOURNAL OF ELECTRONIC TESTING THEORY AND APPLICATIONS,1.3
ACTA CHIMICA SLOVENICA,1.3
BOREAL ENVIRONMENT RESEARCH,1.3
COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING IMAGING AND VISUALIZATION,1.3
JOURNAL OF AGRICULTURAL SCIENCE AND TECHNOLOGY,1.3
JOURNAL OF NONPROFIT and PUBLIC SECTOR MARKETING,1.3
JOURNAL OF PHARMACY TECHNOLOGY,1.3
WORLD JOURNAL OF ACUPUNCTURE MOXIBUSTION,1.3
ACCOUNTING HISTORY REVIEW,1.3
ARCHIVES OF ENVIRONMENTAL PROTECTION,1.3
BIO MEDICAL MATERIALS AND ENGINEERING,1.3
INTERNATIONAL JOURNAL OF INTELLIGENT UNMANNED SYSTEMS,1.3
JOURNAL OF COMPUTER SECURITY,1.3
NIHON REOROJI GAKKAISHI,1.3
RHEUMATOLOGY and AUTOIMMUNITY,1.3
AMERICAN JOURNAL OF CLINICAL AND EXPERIMENTAL IMMUNOLOGY,1.3
BULLETIN OF CHEMICAL REACTION ENGINEERING AND CATALYSIS,1.3
GRUNDWASSER,1.3
INTERNATIONAL JOURNAL OF COMPUTATIONAL INTELLIGENCE AND APPLICATIONS,1.3
IRANIAN JOURNAL OF CHEMISTRY and CHEMICAL ENGINEERING INTERNATIONAL ENGLISH EDITION,1.3
JOURNAL OF SEDIMENTARY ENVIRONMENTS,1.3
MATERIALS RESEARCH IBERO AMERICAN JOURNAL OF MATERIALS,1.3
TRANSPORT,1.3
COGNITIVE COMPUTATION AND SYSTEMS,1.3
COLOMBIA MEDICA,1.3
HORMONE MOLECULAR BIOLOGY AND CLINICAL INVESTIGATION,1.3
INTERNATIONAL JOURNAL OF MICROGRAVITY SCIENCE AND APPLICATION,1.3
JOURNAL OF THE BELGIAN SOCIETY OF RADIOLOGY,1.3
REVISTA MEXICANA DE INGENIERIA QUIMICA,1.3
JOURNAL OF SOLUTION CHEMISTRY,1.3
JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY,1.3
CHEMICAL PRODUCT AND PROCESS MODELING,1.3
CORROSION SCIENCE AND TECHNOLOGY KOREA,1.3
DIGEST JOURNAL OF NANOMATERIALS AND BIOSTRUCTURES,1.3
REVUE DES COMPOSITES ET DES MATERIAUX AVANCES JOURNAL OF COMPOSITE AND ADVANCED MATERIALS,1.3
CATALYSIS IN INDUSTRY,1.3
JOURNAL OF NANOSTRUCTURES,1.3
DETRITUS,1.3
JOURNAL OF FUTURES STUDIES,1.3
PACHYDERM,1.3
TIDSSKRIFT FOR DEN NORSKE LAEGEFORENING,1.3
NATION,1.3
NOEMA RIVISTA ONLINE DI FILOSOFIA,1.3
HISTORY AND THEORY,1.2
JOURNAL OF AMERICAN HISTORY,1.2
AMERICAN HISTORICAL REVIEW,1.2
JOURNAL OF INTERDISCIPLINARY HISTORY,1.2
MEDICAL HUMANITIES,1.2
EPISTEME A JOURNAL OF INDIVIDUAL AND SOCIAL EPISTEMOLOGY,1.2
MEMORY STUDIES,1.2
FASHION THEORY THE JOURNAL OF DRESS BODY and CULTURE,1.2
CONSTRUCTIVE APPROXIMATION,1.2
INTERNATIONAL JOURNAL OF ART and DESIGN EDUCATION,1.2
GERMAN LAW JOURNAL,1.2
INTERNATIONAL JOURNAL OF MUSIC EDUCATION,1.2
JOURNAL OF INTERIOR DESIGN,1.2
JOURNAL OF MATHEMATICS AND COMPUTER SCIENCE JMCS,1.2
ASIAN SURVEY,1.2
PSYCHOANALYTIC PSYCHOTHERAPY,1.2
KANTIAN REVIEW,1.2
JOURNAL OF CONSCIOUSNESS STUDIES,1.2
INSIGHT ON AFRICA,1.2
PACIFIC AFFAIRS,1.2
SOUTHEAST EUROPEAN AND BLACK SEA STUDIES,1.2
ARCHIVE FOR THE PSYCHOLOGY OF RELIGION ARCHIV FUR RELIGIONSPSYCHOLOGIE,1.2
SOCIAL SEMIOTICS,1.2
LANGUAGE DYNAMICS AND CHANGE,1.2
COGNITIVE LINGUISTICS,1.2
ENGLISH WORLD WIDE,1.2
SEMIOTICA,1.2
EMS SURVEYS IN MATHEMATICAL SCIENCES,1.2
JOURNAL OF COMBINATORIAL THEORY SERIES B,1.2
ARDEOLA INTERNATIONAL JOURNAL OF ORNITHOLOGY,1.2
JOURNAL OF BEHAVIORAL EDUCATION,1.2
LEARNING DISABILITY QUARTERLY,1.2
LITHIC TECHNOLOGY,1.2
EUROPEAN COMPANY AND FINANCIAL LAW REVIEW,1.2
JOURNAL OF LINGUISTICS,1.2
RESEARCH IN THE MATHEMATICAL SCIENCES,1.2
IRANIAN JOURNAL OF FUZZY SYSTEMS,1.2
CULTURAL STUDIES,1.2
ICSID REVIEW FOREIGN INVESTMENT LAW JOURNAL,1.2
JOURNAL DE L ECOLE POLYTECHNIQUE MATHEMATIQUES,1.2
INTERPRETER AND TRANSLATOR TRAINER,1.2
INDIANA UNIVERSITY MATHEMATICS JOURNAL,1.2
READING and WRITING QUARTERLY,1.2
UNIVERSITY OF ILLINOIS LAW REVIEW,1.2
INTERNATIONAL JOURNAL OF EDUCATIONAL RESEARCH AND INNOVATION,1.2
PSYCHOMUSICOLOGY,1.2
TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,1.2
BULLETIN OF THE MALAYSIAN MATHEMATICAL SCIENCES SOCIETY,1.2
TEL AVIV JOURNAL OF THE INSTITUTE OF ARCHAEOLOGY OF TEL AVIV UNIVERSITY,1.2
COMMUNICATIONS IN CONTEMPORARY MATHEMATICS,1.2
JOURNAL OF INTELLECTUAL and DEVELOPMENTAL DISABILITY,1.2
SEMINARS IN PLASTIC SURGERY,1.2
JOURNAL OF COMBINATORIAL THEORY SERIES A,1.2
JOURNAL OF THE LONDON MATHEMATICAL SOCIETY SECOND SERIES,1.2
RESEARCH IN LEARNING TECHNOLOGY,1.2
ENGLISH TODAY,1.2
EUROPEAN LAW REVIEW,1.2
IBERICA,1.2
INTERNATIONAL JOURNAL OF SCHOOL and EDUCATIONAL PSYCHOLOGY,1.2
JOURNAL OF LOGICAL AND ALGEBRAIC METHODS IN PROGRAMMING,1.2
ALLERGY and RHINOLOGY,1.2
INFORMATION GEOMETRY,1.2
AVICENNA,1.2
GENDER AND LANGUAGE,1.2
MEDITERRANEAN JOURNAL OF MATHEMATICS,1.2
JOURNAL OF GEOMETRY AND PHYSICS,1.2
LANGUAGES,1.2
EXPERIMENTAL ANIMALS,1.2
JOURNAL OF RAPTOR RESEARCH,1.2
SELECTA MATHEMATICA NEW SERIES,1.2
DOLOMITES RESEARCH NOTES ON APPROXIMATION,1.2
FORUM OF MATHEMATICS SIGMA,1.2
GEODIVERSITAS,1.2
JOURNAL OF COMPETITION LAW and ECONOMICS,1.2
SIGNS AND SOCIETY,1.2
TOPICS IN SPINAL CORD INJURY REHABILITATION,1.2
DIGEST OF MIDDLE EAST STUDIES,1.2
FINITE FIELDS AND THEIR APPLICATIONS,1.2
INTERTAX,1.2
JOURNAL OF COMMUNITY PRACTICE,1.2
JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,1.2
JOURNAL OF EVOLUTION EQUATIONS,1.2
JOURNAL OF SOCIAL PHILOSOPHY,1.2
ORNIS FENNICA,1.2
AUSTRALIAN ARCHAEOLOGY,1.2
EVOLUTION EQUATIONS AND CONTROL THEORY,1.2
SPACE AND CULTURE,1.2
RESULTS IN MATHEMATICS,1.2
VIAL VIGO INTERNATIONAL JOURNAL OF APPLIED LINGUISTICS,1.2
BILINGUAL RESEARCH JOURNAL,1.2
ENGLISH TEACHING PRACTICE AND CRITIQUE,1.2
FOLIA MORPHOLOGICA,1.2
IRISH EDUCATIONAL STUDIES,1.2
JOURNAL OF EDUCATION FOR STUDENTS PLACED AT RISK,1.2
JOURNAL OF ENGLISH AS A LINGUA FRANCA,1.2
ASIAN JOURNAL OF SOCIAL SCIENCE,1.2
CANADIAN JOURNAL OF APPLIED LINGUISTICS,1.2
EUROPE ASIA STUDIES,1.2
INTERNATIONAL JOURNAL OF THE SOCIOLOGY OF LANGUAGE,1.2
TALTECH JOURNAL OF EUROPEAN STUDIES,1.2
CHINESE JOURNAL OF INTERNATIONAL LAW,1.2
FEMINIST REVIEW,1.2
STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT,1.2
JOURNAL OF WORLD TRADE,1.2
PROBATION JOURNAL,1.2
APPLIED IMMUNOHISTOCHEMISTRY and MOLECULAR MORPHOLOGY,1.2
BRITISH JOURNAL FOR THE HISTORY OF SCIENCE,1.2
JOURNAL OF POPULATION RESEARCH,1.2
TRANSLATION STUDIES,1.2
INFANTS and YOUNG CHILDREN,1.2
PEACE ECONOMICS PEACE SCIENCE AND PUBLIC POLICY,1.2
SECURITY JOURNAL,1.2
CLOTHING AND TEXTILES RESEARCH JOURNAL,1.2
PSYCHIATRIC REHABILITATION JOURNAL,1.2
STATISTICA SINICA,1.2
ANATOMY and CELL BIOLOGY,1.2
JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,1.2
ADVANCES IN APPLIED PROBABILITY,1.2
COCHLEAR IMPLANTS INTERNATIONAL,1.2
INVESTIGACIONES SOBRE LECTURA,1.2
JOURNAL OF HUMAN BEHAVIOR IN THE SOCIAL ENVIRONMENT,1.2
SOUTH AFRICAN JOURNAL OF GEOLOGY,1.2
ZEITSCHRIFT FUR PADAGOGISCHE PSYCHOLOGIE,1.2
ANNALS OF OTOLOGY RHINOLOGY AND LARYNGOLOGY,1.2
CRITICAL AND RADICAL SOCIAL WORK,1.2
IMA JOURNAL OF APPLIED MATHEMATICS,1.2
INTERNATIONAL SOCIAL WORK,1.2
BUSINESS HISTORY REVIEW,1.2
HEC FORUM,1.2
GLOBAL RESPONSIBILITY TO PROTECT,1.2
NODEA NONLINEAR DIFFERENTIAL EQUATIONS AND APPLICATIONS,1.2
ARCHAEOLOGIA BALTICA,1.2
COMPUTATIONAL METHODS IN APPLIED MATHEMATICS,1.2
GLOBAL STUDIES OF CHILDHOOD,1.2
INTERNATIONAL JOURNAL OF CARE AND CARING,1.2
JOURNAL OF ETHNIC and CULTURAL DIVERSITY IN SOCIAL WORK,1.2
MEDICAL ANTHROPOLOGY,1.2
APPLICABLE ANALYSIS,1.2
JOURNAL OF THEORETICAL SOCIAL PSYCHOLOGY,1.2
HYSTRIX ITALIAN JOURNAL OF MAMMALOGY,1.2
NONPROFIT POLICY FORUM,1.2
SOCIAL INCLUSION,1.2
ANIMAL SCIENCE JOURNAL,1.2
CANADIAN JOURNAL OF POLITICAL SCIENCE REVUE CANADIENNE DE SCIENCE POLITIQUE,1.2
ETHNOPOLITICS,1.2
INTERACTION STUDIES,1.2
JOURNAL OF FORENSIC AND LEGAL MEDICINE,1.2
ZOOSYSTEMA,1.2
ADVANCES IN APPLIED CLIFFORD ALGEBRAS,1.2
BEREAVEMENT JOURNAL OF GRIEF AND RESPONSES TO DEATH,1.2
EUROPEAN PHYSICAL JOURNAL H,1.2
HEALTH PSYCHOLOGY REPORT,1.2
PEDIATRIC EMERGENCY CARE,1.2
AMERICAN JOURNAL OF PERINATOLOGY,1.2
NORDIC JOURNAL OF MUSIC THERAPY,1.2
AILA REVIEW,1.2
JOURNAL OF BIOSOCIAL SCIENCE,1.2
JOURNAL OF POLITICAL IDEOLOGIES,1.2
JOURNAL OF THE AMERICAN ACADEMY OF AUDIOLOGY,1.2
JOURNAL OF WILDLIFE DISEASES,1.2
OPHTHALMIC EPIDEMIOLOGY,1.2
STOCHASTIC PROCESSES AND THEIR APPLICATIONS,1.2
CHILD ABUSE REVIEW,1.2
JOURNAL OF INTERNATIONAL ADVANCED OTOLOGY,1.2
JOURNAL OF MOLLUSCAN STUDIES,1.2
JOURNAL OF NEUROSURGICAL SCIENCES,1.2
JOURNAL OF SOCIAL WORK EDUCATION,1.2
RURAL SOCIETY,1.2
AFRICAN JOURNAL OF EMERGENCY MEDICINE,1.2
AIDS EDUCATION AND PREVENTION,1.2
ANDEAN GEOLOGY,1.2
AUSTRALIAN MAMMALOGY,1.2
CURRENT OTORHINOLARYNGOLOGY REPORTS,1.2
DESIGNS CODES AND CRYPTOGRAPHY,1.2
JOURNAL OF RADIO and AUDIO MEDIA,1.2
LAW TEACHER,1.2
SALAMANDRA,1.2
STUDIES IN THE EDUCATION OF ADULTS NIACE,1.2
SURGICAL AND RADIOLOGIC ANATOMY,1.2
SYSTEMATIC AND APPLIED ACAROLOGY,1.2
ZEBRAFISH,1.2
CANADIAN REVIEW OF SOCIOLOGY REVUE CANADIENNE DE SOCIOLOGIE,1.2
CLINICAL MEDICINE INSIGHTS PEDIATRICS,1.2
INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY,1.2
JOURNAL OF VETERINARY EMERGENCY AND CRITICAL CARE,1.2
SINGAPORE ECONOMIC REVIEW,1.2
TAPUYA LATIN AMERICAN SCIENCE TECHNOLOGY AND SOCIETY,1.2
AUSTRALASIAN JOURNAL OF EARLY CHILDHOOD,1.2
EUROPEAN JOURNAL OF ENTOMOLOGY,1.2
JOURNAL OF DISABILITY POLICY STUDIES,1.2
REVIEW OF WORLD ECONOMICS,1.2
ULTRASTRUCTURAL PATHOLOGY,1.2
AMERICAN JOURNAL OF CULTURAL SOCIOLOGY,1.2
GEOGRAPHICAL REVIEW,1.2
JOURNAL OF VASCULAR NURSING,1.2
NEW ZEALAND GEOGRAPHER,1.2
CENTRAL AND EASTERN EUROPEAN MIGRATION REVIEW,1.2
DIGESTIVE SURGERY,1.2
EDUCATIONAL ACTION RESEARCH,1.2
FAT STUDIES AN INTERDISCIPLINARY JOURNAL OF BODY WEIGHT AND SOCIETY,1.2
INNOVATIVE SURGICAL SCIENCES,1.2
INTERNATIONAL JOURNAL OF CARE COORDINATION,1.2
INTERNATIONAL JOURNAL OF PLAY,1.2
JOURNAL OF CRUSTACEAN BIOLOGY,1.2
ADVANCES IN PUBLIC HEALTH,1.2
APPLIED ENTOMOLOGY AND ZOOLOGY,1.2
CENTRAL EUROPEAN PUBLIC ADMINISTRATION REVIEW,1.2
GFF,1.2
INTERNET HISTORIES,1.2
JOURNAL OF TECHNICAL EDUCATION AND TRAINING,1.2
MLJEKARSTVO,1.2
PAEDIATRICS AND INTERNATIONAL CHILD HEALTH,1.2
SOUTH AFRICAN JOURNAL OF PHYSIOTHERAPY,1.2
SURGICAL LAPAROSCOPY ENDOSCOPY and PERCUTANEOUS TECHNIQUES,1.2
UROGYNECOLOGY,1.2
HEALTH SYSTEMS,1.2
INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE,1.2
JOURNAL OF BIOPHARMACEUTICAL STATISTICS,1.2
NEW PERSPECTIVES,1.2
NURSING RESEARCH AND REVIEWS,1.2
IRANIAN JOURNAL OF NURSING AND MIDWIFERY RESEARCH,1.2
JOURNAL OF STATISTICAL PHYSICS,1.2
AMERICAN JOURNAL OF DENTISTRY,1.2
CAMBRIDGE JOURNAL OF ANTHROPOLOGY,1.2
COMPUTATIONAL AND MATHEMATICAL METHODS,1.2
DECISION WASHINGTON,1.2
DISEASES OF AQUATIC ORGANISMS,1.2
FAMILY JOURNAL,1.2
HEALTH EDUCATION JOURNAL,1.2
JOURNAL OF ORTHOPTERA RESEARCH,1.2
JOURNAL OF TRANSFORMATIVE EDUCATION,1.2
MICROBIAL PHYSIOLOGY,1.2
PEDIATRIC DERMATOLOGY,1.2
REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA,1.2
SCOTTISH MEDICAL JOURNAL,1.2
ANIMAL PRODUCTION SCIENCE,1.2
JOURNAL OF DENTAL ANESTHESIA AND PAIN MEDICINE,1.2
JOURNAL OF NEUROLINGUISTICS,1.2
JOURNAL OF PSYCHOEDUCATIONAL ASSESSMENT,1.2
SPORT PSYCHOLOGIST,1.2
TESL CANADA JOURNAL,1.2
CONSTELLATIONS AN INTERNATIONAL JOURNAL OF CRITICAL AND DEMOCRATIC THEORY,1.2
EDUCAR,1.2
ESAIM CONTROL OPTIMISATION AND CALCULUS OF VARIATIONS,1.2
FUSION SCIENCE AND TECHNOLOGY,1.2
GEOFLUIDS,1.2
HAGUE JOURNAL OF DIPLOMACY,1.2
INTERNATIONAL JOURNAL OF ESTHETIC DENTISTRY,1.2
METRON INTERNATIONAL JOURNAL OF STATISTICS,1.2
ORTHOPEDICS,1.2
CURRENT PHYSICAL MEDICINE AND REHABILITATION REPORTS,1.2
EUROPEAN JOURNAL OF PROSTHODONTICS AND RESTORATIVE DENTISTRY,1.2
KOREAN JOURNAL OF WOMEN HEALTH NURSING,1.2
EMOTIONAL AND BEHAVIOURAL DIFFICULTIES,1.2
EUROPEAN JOURNAL OF HYBRID IMAGING,1.2
HEALTH PROMOTION PRACTICE,1.2
JOURNAL OF OBSTETRICS AND GYNAECOLOGY,1.2
JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT,1.2
MAIN GROUP METAL CHEMISTRY,1.2
MARRIAGE AND FAMILY REVIEW,1.2
RESEARCH AND REPORTS IN NEONATOLOGY,1.2
ACTAS UROLOGICAS ESPANOLAS,1.2
ARQUIVOS BRASILEIROS DE OFTALMOLOGIA,1.2
BIOCONTROL SCIENCE AND TECHNOLOGY,1.2
CHILDS NERVOUS SYSTEM,1.2
JOURNAL OF DRUG ISSUES,1.2
NEUROPEDIATRICS,1.2
ASIAN MYRMECOLOGY,1.2
CANADIAN JOURNAL ON AGING LA REVUE CANADIENNE DU VIEILLISSEMENT,1.2
EARTH AND ENVIRONMENTAL SCIENCE TRANSACTIONS OF THE ROYAL SOCIETY OF EDINBURGH,1.2
FOREST PRODUCTS JOURNAL,1.2
JAPAN AND THE WORLD ECONOMY,1.2
JOURNAL OF DAIRY RESEARCH,1.2
MANAGEMENT OF BIOLOGICAL INVASIONS,1.2
NEUROGENETICS,1.2
ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES,1.2
REVISTA BRASILEIRA DE ZOOTECNIA BRAZILIAN JOURNAL OF ANIMAL SCIENCE,1.2
SYDOWIA,1.2
AACE CLINICAL CASE REPORTS,1.2
AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH,1.2
APPLIED PSYCHOLOGICAL MEASUREMENT,1.2
CENTRAL BANK REVIEW,1.2
INTERNATIONAL JOURNAL OF APPLIED MATHEMATICS AND COMPUTER SCIENCE,1.2
INTERNATIONAL JOURNAL OF MODERN PHYSICS A,1.2
JOURNAL OF INFUSION NURSING,1.2
JOURNAL OF NUCLEAR ENGINEERING,1.2
NORDIC JOURNAL OF HUMAN RIGHTS,1.2
QUALITY MANAGEMENT IN HEALTH CARE,1.2
RESIDENTIAL TREATMENT FOR CHILDREN and YOUTH,1.2
SOFTWARE TESTING VERIFICATION and RELIABILITY,1.2
SYSTEMATIC PARASITOLOGY,1.2
AVIAN BIOLOGY RESEARCH,1.2
BRAZILIAN JOURNAL OF CARDIOVASCULAR SURGERY,1.2
FLORIDA ENTOMOLOGIST,1.2
HEMODIALYSIS INTERNATIONAL,1.2
INTERNATIONAL JOURNAL OF BIOSTATISTICS,1.2
REPORTS ON MATHEMATICAL PHYSICS,1.2
REVISTA BRASILEIRA DE ENFERMAGEM,1.2
AIDS CARE PSYCHOLOGICAL AND SOCIO MEDICAL ASPECTS OF AIDS/HIV,1.2
AMERICAN MUSEUM NOVITATES,1.2
ANNALS OF GEOPHYSICS,1.2
AULA ABIERTA,1.2
BIOMEDICAL HUMAN KINETICS,1.2
DISCRETE DYNAMICS IN NATURE AND SOCIETY,1.2
JOURNAL OF BEHAVIORAL FINANCE,1.2
JOURNAL OF COGNITIVE PSYCHOLOGY,1.2
NEUROPATHOLOGY,1.2
OXFORD DEVELOPMENT STUDIES,1.2
POLITICAL SCIENCE,1.2
SPE DRILLING and COMPLETION,1.2
TWIN RESEARCH AND HUMAN GENETICS,1.2
BIOELECTROMAGNETICS,1.2
BULLETIN OF MARINE SCIENCE,1.2
HELMINTHOLOGIA,1.2
INTERNATIONAL JOURNAL OF SOCIAL PSYCHOLOGY,1.2
JOURNAL OF AMBULATORY CARE MANAGEMENT,1.2
JOURNAL OF ECONOMIC THEORY,1.2
JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,1.2
PLANT HEALTH PROGRESS,1.2
PSICOLOGICA,1.2
REVIEW OF SOCIAL ECONOMY,1.2
SOFTWARE IMPACTS,1.2
ACOUSTICS,1.2
ARAB JOURNAL OF UROLOGY,1.2
CANADIAN JOURNAL OF HUMAN SEXUALITY,1.2
EASTERN EUROPEAN ECONOMICS,1.2
ITALIAN ECONOMIC JOURNAL,1.2
JOURNAL OF PUBLIC MENTAL HEALTH,1.2
NEUROINTERVENTION,1.2
OCHSNER JOURNAL,1.2
SCOTTISH JOURNAL OF POLITICAL ECONOMY,1.2
URBAN FORUM,1.2
ANAESTHESIA AND INTENSIVE CARE,1.2
AUSTRALASIAN PSYCHIATRY,1.2
AUSTRALIAN FORESTRY,1.2
CUADERNOS DE INVESTIGACION GEOGRAFICA,1.2
DIGITAL LIBRARY PERSPECTIVES,1.2
INTERNATIONAL ECONOMIC JOURNAL,1.2
JOURNAL OF MOTOR BEHAVIOR,1.2
JOURNAL OF OCEAN UNIVERSITY OF CHINA,1.2
SAMJ SOUTH AFRICAN MEDICAL JOURNAL,1.2
TAIWAN JOURNAL OF OPHTHALMOLOGY,1.2
THERAPEUTIC APHERESIS AND DIALYSIS,1.2
CHINA INTERNATIONAL STRATEGY REVIEW,1.2
E and M EKONOMIE A MANAGEMENT,1.2
JOURNAL OF EMERGING MARKET FINANCE,1.2
